,comment,title,date
111,그거 사물인터넷 가입때문에 숫자 따인거라던데 내가 kt쓰면서 만족하는 부분은 lte 요금제 쓸 때 태블릿 데이터쉐어링 공짜라는 거 정도임....,Kt 니들이 스포츠예산 줄여봤자 뭐할수있는데,2023-11-22 02:38
112,인터넷 kt에서 skt로 바꿔야지 걍,내가 2023년 KT를 위해 해본것들,2023-11-22 02:37
113,"흔히 말하는 통신 3사 skt, kt, lg 이렇게 쓰는 경우엔 가족결합으로 인터넷, tv까지 묶어서 사용하는 경우가 많음. 그러면 보통 이런 경우엔 요금할인을 많이 받게 되서 굳이 알뜰로 갈아탈 이유가 없는경우 말하는 겁니다. 그래서 굳이 자급제를 구매할 이유가 없고, 그러면 보통 주변에 흔히 보이는 대리점에 가서 바꾸는 경우가 많은데 여기는 대부분 기기값을 구매자...",피파x) 삼성폰 추천좀 부탁드립니다,2023-11-22 01:27
114,"이게 스포츠 측면에서 봤을땐 맞긴함 궁극적으로 팀을 응원해야지 선수가 아니라 지금 방송하는 인터넷방송인들 중에 젠지,딮기 kt 팬인 사람들 갈아타는사람 존나 많을걸 그런사람들 보면 DRX공중분해 보면 선수따라가는게 이해가 되면서도 뭔가 좀 이상하더라",캐니언 젠지가면 절대로 절대로 응원 못함,2023-11-22 00:58
115,KT인터넷 자주 터지는거 같더만 서버 장비도 팔아치움?,월즈간 해외팀 정글러랑 레전드원딜이 왜 표뎊임?,2023-11-21 19:54
116,나는 아프리카보면서 뭐다운받거나 못하겠음 저거때문인지 모르겠는데 인터넷 개느려짐 kt 500 쓰고있음 좀만보면 속도제한걸림,아프리카tv 프로그램 이더넷 데이터사용량,2023-11-21 17:25
117,ㅌㅅ KT인터넷 KT 휴대폰 쓰고있습니다,에이밍 남으면 kt 팬중에 한명 만포 드림,2023-11-21 14:50
118,"인터넷100메가,핸드폰1 이렇게쓰는대 어찌하냐? .kt요금제6만원대쓰면서 인터넷 꽁으로는중인대 다른대가야됨?",우리나라 통신 3사 기업 올해 업적들,2023-11-21 10:50
119,kt 인터넷 시발 요즘 넘 자주 끊기는데,우리나라 통신 3사 기업 올해 업적들,2023-11-21 10:44
120,인터넷은 kt 좋은거 맞는데 휴대폰은 걍 sk가 훨 좋아보임 요새 kt 쓰는 애들 안터진다고 졸라 뭐라하던데 사람몰리는데가면,국내 통신 3사 기업 최근의 위대한 업적들,2023-11-21 02:14
121,T1사옥도 인터넷 KT쓴대ㅋㅋㅋㅋㅋ,T1 오일머니 합류 사실이면 벌어질 일 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,2023-11-21 02:09
122,하지만 인터넷은 KT죠? 이또한 대황킅의 위엄이겠죠,T1 오일머니 합류 사실이면 벌어질 일 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,2023-11-21 02:07
123,체감 안좋으시면 인터넷 속도 측정 한번 해보세요.. 저는 엔비디아 옵션 건드리는거보다 인터넷 속도가 체감에 영향 제일 많이 끼치는듯 https://speed.nia.or.kr/index.asp 저도 저번주에 체감 너무 구려서 인터넷 속도 측정해보니까 동네 KT 터진거였음 ㅡㅡ,지금 현재 체감 안좋은거 저만그런가요...,2023-11-20 18:55
124,뭐 티원 사옥 인터넷도 KT라고 카니...,"SKT ""T1 롤드컵 4회 우승 조력, e스포츠 미래 발전 지속 기여할 것""",2023-11-20 09:41
125,미안 그래도 인터넷은 kt쓸게..,"SKT ""T1 롤드컵 4회 우승 조력, e스포츠 미래 발전 지속 기여할 것""",2023-11-20 09:39
126,지금 인터넷 속도 500 짜리랑 가족 3인 kt 쓰고 있습니다 어느정도 받아야 하는지 감이 안오네요,kt 인터넷 재계약 질문좀요,2023-11-20 00:07
127,그럼 님 인터넷 통신사 문제 참고로 난 kt500메가임,720은 전혀 안끊기는데????,2023-11-19 22:13
128,인터넷 어디임? 난 KT인데 잘 되는데,아 울프방 버퍼때문에 한장면도 못봄 ㅅㅂ ㅋㅋㅋㅋ,2023-11-19 18:22
129,정말 마지막으로 베가 지금 kt인터넷을 써서 와이파이는 안되는 공유기? 같은거를 쓰는데 거기에 인터넷 선이 연결돼있고 거기에서 컴퓨터 본체로 선이 연결돼있는데 저걸 사면 kt공유기는 안써도되는건가요? 아니면 같이 연결해야하나요? 아니면 kt인터넷을 끊고 저걸로 해야 하는건가요? 제가 유튜브도 찾아보고 했는데 모르겠어서... 죄송합니다 ㅠㅠ,[11번가,2023-11-19 15:17
130,요즘 kt 인터넷 메롱이라고 포텐에서 댓글에서 본거같은디,근데 손실은 왜 남,2023-11-18 23:34
131,인터넷은 kt지 ㅋㅋ,인터넷 왜케 버벅거려,2023-11-18 10:57
132,나만 그런게 아니었구나. 비슷한 시점에서 인터넷 1분정도 끊겼다가 접속되는 증상 가족할인이고 뭐고 대응에 빡쳐서 가족 인터넷 tv 폰이고 전부 U+로 바꿈 증상 사라짐. KT진짜 미친것 같음,kt 인터넷 짜증나네 진짜,2023-11-17 14:39
133,kt 인터넷도 병신인데 뭔 광고를 하겠다고 애들 감기걸리게 저따구로 입혀놨냐,"싱가포르전, 추위에 떨고 있는 아이를 위해 재킷을 벗어준 손흥민",2023-11-17 14:03
134,집에 kT 센텁박스로 인터넷 티비 보시면 있습니다. 안타깝게도 넷플 디즈니 티빙은 없네요.,"최악의 악, 비질란테랑 분위기 비슷한 드라마 추천좀",2023-11-17 13:11
135,핸드폰이 kt여야하죠? 전 핸드폰skt 집인터넷kt라서요ㅜ,PSN가입/연장할때 KT컨텐츠페이 이벤트 할인 가능한지 확인할 것!,2023-11-17 10:09
136,쩝 전 다른건 몰라도 유선 인터넷은 KT를 써야되서 ㅜㅜ 사실 따지고보면 모바일은 SKT가 좋긴한데 게임을 많이 하다보니 유선 인터넷 KT를 포기를 못하네여..,혹시 인터넷+TV 요금 잘 아시는 분 계심?,2023-11-16 23:18
137,저랑 비슷하네요 저희집도 가족4명 kt쓰고 인터넷tv도 kt인데 이번에 이사하면서 전부다 skt이동하려고 알아보고 있습니다. 일단 필수상식이 재계약은 호구입니다. 신규가입때 땡기는게 가장 좋아요 3년뒤 재계약 혜택? 그냥 멍멍개소리임 무시 ㄱㄱ,혹시 인터넷+TV 요금 잘 아시는 분 계심?,2023-11-16 23:15
138,컴캐스트 = kt 인터넷 + wavve + @ 느낌,아니 시발 매출 1200억 달러 맞잖아,2023-11-16 13:27
139,부산사는 유저고 kt 1기가 인터넷 컴 사양 최고치 모든 조건을 최적화해놓고 겜하는데 핑 6-8에서 고정입니다. 반면 피파 bj들은 거의2만 뜨던데요. 글고 인겜에서 어쩌다가 아다리좋게 2~4 나올때 있는뎅 움직임이 아예 달라요,아직도 핑차이보정무새있네;,2023-11-16 11:50
140,ㅇㅇ나도 저번달에 알게됨 인터넷 kt라서 맴버쉽써야댕 남아돈다,[KT멤버십,2023-11-16 04:48
141,kt인터넷이 유독 속도가지고 장난질 많이 친다던데 전화 ㄱㄱ,인터넷 잘 아는분 계심?,2023-11-15 23:21
142,에이~ 그래도 명색이 생방송하는 스튜디오인데 일반 가정용 인터넷회선 사용중일까? 제일 중요한건데 돈 제일 많이 썻겠지! 집에서 혼자 주식투자하고 프리랜서로 영상편집일 하는 나도 LGT PC방 전용회선 월50만원짜리 대칭형으로 쓰는데...아니겠지! KT 이자식들은 가입할때 말 안하면 비대칭으로 깔아버려서 업로드 속도가 개똥인거 이젠 다 알지않나? 얼마전 유튭 잇섭이 ...,"[최군]최가네,300일 방송 긴급 공지",2023-11-15 21:07
143,원인이 여러가지이긴한데 디도스공격이나 kt문제 건물에 인터넷 선문제등이 여러가지라서 다확인해야함 만일 디도스면 트래픽이 확늘어나는지 확인할 필요가있고 그게아니러면 kt자체문제이거나 건물 인터넷선문제같음 내일도 최예종 중간점검 방송할텐데 과연 해결이 될련지,"[최군]최가네,300일 방송 긴급 공지",2023-11-15 18:59
144,이거 의외로 잘 모르던데 kt는 티비 인터넷만 써도 멤버십 사용 가능함. 이통사 다른 통신사여도 집에서 kt 쓰면 써먹으렴,[KT멤버십,2023-11-15 18:39
145,구글에 뽐뿌 kt 해지방어 검색해보세요 kt는 인터넷으로 유명해서인지 잘안해주더라구요 skt나 lg에 70만원 받고 이적하세요,KT 인터넷 재약정 잘 아시는분,2023-11-15 18:29
146,KT는 지원금이 좀 짠듯 싶어서요 그리고 사실 인터넷은 와이파이만 쓰지 실제로 pc도 없음,인터넷티비 해지방어 조건 어떤가요,2023-11-15 16:55
147,인터넷은 KT,인터넷티비 해지방어 조건 어떤가요,2023-11-15 16:42
148,400Mbps 속도가 나온다는 건 500Mbps 인터넷을 사용중이신 것 같은데.... 지금 상황에서도 불편함을 느끼신다면 1Gbps로 가시는게 맞죵 근데 그 전에 평상시에 인터넷이 불안정하거나 KT 수작질마냥 인터넷 속도 반타작 난 상황에서 불편함을 느낀 건 아닌지도 확인이 필요하긴 할 듯,5인 가구 기준으로 인터넷 속도 몇이 좋을까요?,2023-11-15 00:57
149,kt 이새끼들 인터넷 한번씩 이상하던데 콘텐츠페이로 보답해라,이렇게된거 12월 콘텐츠페이 반드시 혜자여야,2023-11-14 18:34
150,인터넷도 바꿔야함 Kt아닌걸로앎,근데 양양 투컴 빨리 해야 겠더라,2023-11-14 16:05
151,역시 유선 인터넷은 Kt,SK브로드밴드 접속 안되는거 아직도 안고쳣네,2023-11-14 12:46
152,인터넷문제는 아닌거같기도하고... 저도 KT쓰는데 잘댐,나는 접속 잘되는데 뭐지??,2023-11-14 01:21
153,"나도 KT인데 잘되는데,, 인터넷문제도 아닌가",나는 접속 잘되는데 뭐지??,2023-11-14 01:21
154,집에 kt 인터넷 티비 장기간 쓴 사람들은 셋톱박스를 장기고객 혜택 통해서 무선 연결 지원해주는 UHD4 셋톱박스(모델명 M770)로 바꾸면 작성자처럼 무선 HDMI 송수신기 살 필요 없이 와이파이로도 티비 시청 가능,삼탠바이미 거지 버전 만들었다,2023-11-13 14:01
155,진짜 kt인터넷은 개병신이네 ㅈ같다,잇섭이 떠난 KT인터넷 근황,2023-11-12 16:07
156,kt가 아무리 저지랄해도 유선만은 kt가 제일 나은듯합니다 ㅋㅋ sk브로드밴드 요즘 tv에러도 자주일어나고 인터넷도 유튜브 버퍼링에 게임 서든어택도 끊김심함 ㅋㅋㅋ,잇섭이 떠난 KT인터넷 근황,2023-11-12 01:20
157,제 친우 제니니니님을 슬프게한 KT 인터넷 끊고 SKT로 갈아타버리겠달까..,KT놈들만 다이겨줬어도 이미 천만갔죠..,2023-11-11 21:45
158,예전에 인터넷은 kt라 그래서 옮길라다가 sk 가족 묶여있길래 안 옮겼었는데,잇섭이 떠난 KT인터넷 근황,2023-11-11 13:44
159,kt 인터넷도 요새 진짜 많이 끊김..,아 근데 kt 통신사 너무 별로다,2023-11-11 13:24
160,인터넷은 KT 가전제품은 LG 핸드폰은 삼성 이거다,이 자동차 뭐임?,2023-11-11 13:06
161,KT 시발련들이 상담사 연결도 잘안되게 빙빙쳐돌리고 맨날 기사보내서 방어만시키는데 이동네 다른 인터넷이 어떤지 모르겠어서 함부로 못바꾸겠어서 걍 쓰는데 좆같다,잇섭이 떠난 KT인터넷 근황,2023-11-11 12:17
162,lg 개병신에 kt 개양아치 도대체 인터넷 어디써야되냐 ㅋㅋ,잇섭이 떠난 KT인터넷 근황,2023-11-11 11:10
163,KT는 개좆같은게 만약에 하루종일컴텨켜봐서 인터넷끊긴기록 남기게해놓고 기록보면 하루에 한번무조건 끊기더라 ㅋㅋ 진짜 병신임 근데 들어보면 3사다 거기서거기임 진짜 속도는기대안하고 인터넷 안끊기는곳이라도 찾는게 베스트,잇섭이 떠난 KT인터넷 근황,2023-11-11 09:56
164,"한 10년 전에 kt썼었는데 100메가 어쩌고 하던거 썼음 근데 뭐 다운 받거나 하는데 잘나와야 500kb 나오고 2~300kb대라서 너무 느리니까 뭐 중계같은거 보면 버퍼 존나 걸리고 이래서 참다참다 kt 서비스센터 전화해서 인터넷이 너무 느리다 했더니 내 상품 뭔지 확인하고 하고나서 한다는 소리가 ""그래서 뭐 한 1메가 나오나요?"" 딱 진짜 저렇게 말했음 너무 충격적이라 ...",잇섭이 떠난 KT인터넷 근황,2023-11-11 09:10
165,kt인터넷 문제,잇섭이 떠난 KT인터넷 근황,2023-11-11 09:05
166,진짜 원래 인터넷은 무조건 KT였는데 속도 개그지같아서 LG로 갈아탄후에 진짜 속도스트레스 하나도 안받음,잇섭이 떠난 KT인터넷 근황,2023-11-11 08:20
167,그래도 인터넷은 KT다..,잇섭이 떠난 KT인터넷 근황,2023-11-11 07:52
168,"인터넷 품질하면 KT가 최고였었는데 그것도 이제 옛말이구나, 난 오히려 SK 인터넷/TV/집전화 쓰다가 품질이 들쭉날쭉해서 타사로 전부 옮겼었는데 다시 SK로 돌아가볼까.",잇섭이 떠난 KT인터넷 근황,2023-11-11 07:23
169,kt인터넷 500mb사용중인데 저번주에 느려져서 사람불렀더니 그제서야 일주일동안 420mb로 속도나오다가 이번주 되니까 내려가서 310mb나옴 장난질 존나 침 이새끼들 통신사들 정부가 조치좀 해야되는데 버러지들이라,잇섭이 떠난 KT인터넷 근황,2023-11-11 07:20
170,인터넷선 무지성 kt 맹신하지마라 동네마다 통신사 궁합이 다름 우리 아파트 단지는 kt가 진짜 별로고 lg가 괜찮음. 우리집은 10년 동안 전국적으로 다 끊긴걸 제외하면 1번 끊겼나? 암튼 영 아니다 싶으면 다른 통신사로 갈아타기 추천,잇섭이 떠난 KT인터넷 근황,2023-11-11 03:27
171,선불인터넷 KT 쓰고 있는데 100짜리 쓰고 있음 100짜리는 어지간해서 느려도 80은 나오니까 4k 스트리밍 두대 돌려도 동시에 그럭저럭 인터넷 쓸만함,잇섭이 떠난 KT인터넷 근황,2023-11-11 01:53
172,나도 kt쓰는데 암것도 안건드렸는데 인터넷 끊겨서 일시적이겠지 하고 하루 기다렸는데 그래도 안돼서 그제서 전화하니까 다음날 온다고 함. 찾아보니 24시간 이상 끊기면 위약금없이 해지 가능한데 내가 처음 안될때 전화 안해서 못해준다고함 ㅋㅋㅋㅋㅋㅋ 내부에 내 인터넷 끊긴거 기록 다 있을텐데ㅋㅋ kt쓰면 안되는 순간 고객센터 전화해라. 24시간 지나면 위약금없이 해...,잇섭이 떠난 KT인터넷 근황,2023-11-11 00:43
173,KT 인터넷 애용중,콱붕이들 중에 글 100페이지 이상만 와바,2023-11-11 00:26
174,나도 저번달 kt존나 끊겨서 skt로 바꿨는데 리얼 시발 존나 만족중 단점은 해외에 서버망 있는 인터넷 사이트나 야동사이트를 못들어감 ㅅㅂ https://m.fmkorea.com/6224300197,잇섭이 떠난 KT인터넷 근황,2023-11-10 23:58
175,외부 인터넷속도 측정하면 430mbps 나오는데 kt홈페이지에서는 다운802 업로드871 나오는데 이거 맞냐,잇섭이 떠난 KT인터넷 근황,2023-11-10 23:40
176,"KT 기가라이트 쓰는데 하루는 몇시간동안 대여섯번 확인해봤을때 지속적으로 속도가 20메가도 안나와서 핸드폰으로 고객센터 통화걸면서 다시 확인하니까 그 타이밍에 감쪽같이 속도 정상화됨 ㅋㅋㅋ 내가 인터넷,모바일 다 KT인데 설마 이런 연계도 해놓은걸까??",잇섭이 떠난 KT인터넷 근황,2023-11-10 23:36
177,인터넷은 아직 kt가 아직은 무난할텐데,잇섭이 떠난 KT인터넷 근황,2023-11-10 23:24
178,인터넷은 KT임 SKT U+ 둘 다 KT망 빌려서 쓰는거고 주말되면 SKT U+ 인터넷 터지는거 가관이다 ㄹㅇ 거기에 본인이 해외에 서버가 있는 게임을 하면 아직까지 KT가 좋음 핑 뜨는거나 멀티 할 때 안정성이 다름,잇섭이 떠난 KT인터넷 근황,2023-11-10 23:16
179,아니야 KT가 대칭형 인터넷이 진짜 많아,잇섭이 떠난 KT인터넷 근황,2023-11-10 23:12
180,KT는 제가아는선에서는 인터넷동축케이블로 메인회선 들어가는경우 없다보면됨 다만 VDSL이라고 전화회선기반으로 들어가는경우가 간혹있는데 이런경우는 정말 드문케이스이고 동축만큼 업로드가 노답으로나오진않음 다만 회선방식이 예전방식이라 요즘 인터넷에비해 안정성이 좀 떨어지김함,잇섭이 떠난 KT인터넷 근황,2023-11-10 23:11
